institute,program,quota,seat_type,gender,opening_rank,closing_rank,round,year,is_special_round,institute_type,is_pwd,category_base,gender_short,rank_window,competitiveness_score,iit_generation,nit_region,program_category,yoy_closing_rank_change,is_new_age_program,is_top_tier_college,accessibility_label,last_round
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,16550,22101,6,2025,False,GFTI,False,SC,GN,5551,0.8199,Not IIT,Not NIT,Other,-3821.0,False,False,Moderate Competition,6
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,4470,4470,5,2019,False,GFTI,False,ST,GN,0,0.8974,Not IIT,Not NIT,Other,-706.0,False,False,Very High Competition,5
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,5529,5656,5,2024,False,GFTI,False,ST,GN,127,0.8769,Not IIT,Not NIT,Other,-825.0,False,False,High Competition,5
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,5176,5176,6,2018,False,GFTI,False,ST,GN,0,0.8771,Not IIT,Not NIT,Other,-888.0,False,False,High Competition,6
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,2696,2696,6,2020,False,GFTI,False,ST,GN,0,0.9285,Not IIT,Not NIT,Other,-2480.0,False,False,Very High Competition,6
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,4396,4396,6,2021,False,GFTI,False,ST,GN,0,0.8607,Not IIT,Not NIT,Other,1700.0,False,False,Very High Competition,6
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,3227,3957,6,2022,False,GFTI,False,ST,GN,730,0.8724,Not IIT,Not NIT,Other,-439.0,False,False,Very High Competition,6
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,4435,6481,6,2023,False,GFTI,False,ST,GN,2046,0.82,Not IIT,Not NIT,Other,2524.0,False,False,High Competition,6
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,5377,6064,6,2025,False,GFTI,False,ST,GN,687,0.8703,Not IIT,Not NIT,Other,-417.0,False,False,High Competition,6
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,9043,9420,5,2019,False,GFTI,False,ST,GN,377,0.7838,Not IIT,Not NIT,Other,2220.0,False,False,High Competition,5
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,6721,7509,5,2024,False,GFTI,False,ST,GN,788,0.8365,Not IIT,Not NIT,Other,-205.0,False,False,High Competition,5
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,7702,7996,6,2018,False,GFTI,False,ST,GN,294,0.8101,Not IIT,Not NIT,Other,-711.0,False,False,High Competition,6
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,6682,7651,6,2020,False,GFTI,False,ST,GN,969,0.7971,Not IIT,Not NIT,Other,-345.0,False,False,High Competition,6
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,6368,6423,6,2021,False,GFTI,False,ST,GN,55,0.7965,Not IIT,Not NIT,Other,-1228.0,False,False,High Competition,6
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,4825,7216,6,2022,False,GFTI,False,ST,GN,2391,0.7672,Not IIT,Not NIT,Other,793.0,False,False,High Competition,6
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,7799,8453,6,2023,False,GFTI,False,ST,GN,654,0.7653,Not IIT,Not NIT,Other,1237.0,False,False,High Competition,6
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,8193,8707,6,2025,False,GFTI,False,ST,GN,514,0.8137,Not IIT,Not NIT,Other,254.0,False,False,High Competition,6
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),22175,22175,6,2022,False,GFTI,False,EWS,FO,0,0.7311,Not IIT,Not NIT,CS,0.0,False,False,Moderate Competition,6
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,4678,4862,5,2019,False,GFTI,False,EWS,GN,184,0.8785,Not IIT,Not NIT,CS,-3438.0,False,False,Very High Competition,5
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,8558,8667,5,2024,False,GFTI,False,EWS,GN,109,0.944,Not IIT,Not NIT,CS,741.0,False,False,High Competition,5
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,7961,8162,6,2020,False,GFTI,False,EWS,GN,201,0.9102,Not IIT,Not NIT,CS,-138.0,False,False,High Competition,6
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,7642,7904,6,2021,False,GFTI,False,EWS,GN,262,0.8981,Not IIT,Not NIT,CS,-258.0,False,False,High Competition,6
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,7057,7157,6,2022,False,GFTI,False,EWS,GN,100,0.9132,Not IIT,Not NIT,CS,-747.0,False,False,High Competition,6
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,7926,8294,6,2023,False,GFTI,False,EWS,GN,368,0.9295,Not IIT,Not NIT,CS,1137.0,False,False,High Competition,6
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,7916,8368,6,2025,False,GFTI,False,EWS,GN,452,0.9383,Not IIT,Not NIT,CS,74.0,False,False,High Competition,6
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,13970,14272,5,2019,False,GFTI,False,EWS,GN,302,0.6434,Not IIT,Not NIT,CS,-2027.0,False,False,High Competition,5
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,18955,20222,5,2024,False,GFTI,False,EWS,GN,1267,0.8694,Not IIT,Not NIT,CS,619.0,False,False,Moderate Competition,5
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,21970,24272,6,2020,False,GFTI,False,EWS,GN,2302,0.7328,Not IIT,Not NIT,CS,7973.0,False,False,Moderate Competition,6
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,17916,18738,6,2021,False,GFTI,False,EWS,GN,822,0.7584,Not IIT,Not NIT,CS,-5534.0,False,False,Moderate Competition,6
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,13859,15773,6,2022,False,GFTI,False,EWS,GN,1914,0.8087,Not IIT,Not NIT,CS,-2965.0,False,False,Moderate Competition,6
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,16693,19603,6,2023,False,GFTI,False,EWS,GN,2910,0.8333,Not IIT,Not NIT,CS,3830.0,False,False,Moderate Competition,6
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,14070,16299,6,2025,False,GFTI,False,EWS,GN,2229,0.8799,Not IIT,Not NIT,CS,-3304.0,False,False,Moderate Competition,6
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),12068,12068,5,2019,False,GFTI,False,OBC-NCL,FO,0,0.9722,Not IIT,Not NIT,CS,-5460.0,False,False,High Competition,5
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),16318,16318,5,2024,False,GFTI,False,OBC-NCL,FO,0,0.9714,Not IIT,Not NIT,CS,721.0,False,False,Moderate Competition,5
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),17949,17949,6,2018,False,GFTI,False,OBC-NCL,FO,0,0.9553,Not IIT,Not NIT,CS,-3325.0,False,False,Moderate Competition,6
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),17951,17951,6,2020,False,GFTI,False,OBC-NCL,FO,0,0.9543,Not IIT,Not NIT,CS,2.0,False,False,Moderate Competition,6
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),18093,18093,6,2021,False,GFTI,False,OBC-NCL,FO,0,0.9408,Not IIT,Not NIT,CS,142.0,False,False,Moderate Competition,6
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),15122,15122,6,2022,False,GFTI,False,OBC-NCL,FO,0,0.9537,Not IIT,Not NIT,CS,-2971.0,False,False,Moderate Competition,6
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),15597,15597,6,2023,False,GFTI,False,OBC-NCL,FO,0,0.962,Not IIT,Not NIT,CS,475.0,False,False,Moderate Competition,6
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),21274,21274,6,2025,False,GFTI,False,OBC-NCL,FO,0,0.9621,Not IIT,Not NIT,CS,5677.0,False,False,Moderate Competition,6
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),78076,99081,5,2019,False,GFTI,False,OBC-NCL,FO,21005,0.7715,Not IIT,Not NIT,CS,40733.0,False,False,Low Competition,5
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),68589,68589,5,2024,False,GFTI,False,OBC-NCL,FO,0,0.8798,Not IIT,Not NIT,CS,8650.0,False,False,Low Competition,5
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),58348,58348,6,2018,False,GFTI,False,OBC-NCL,FO,0,0.8548,Not IIT,Not NIT,CS,-12155.0,False,False,Low Competition,6
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),102182,108523,6,2020,False,GFTI,False,OBC-NCL,FO,6341,0.7238,Not IIT,Not NIT,CS,50175.0,False,False,Low Competition,6
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),59496,62685,6,2021,False,GFTI,False,OBC-NCL,FO,3189,0.7947,Not IIT,Not NIT,CS,-45838.0,False,False,Low Competition,6
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),49835,49835,6,2022,False,GFTI,False,OBC-NCL,FO,0,0.8474,Not IIT,Not NIT,CS,-12850.0,False,False,Low Competition,6
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),59939,59939,6,2023,False,GFTI,False,OBC-NCL,FO,0,0.8541,Not IIT,Not NIT,CS,10104.0,False,False,Low Competition,6
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),70503,70503,6,2025,False,GFTI,False,OBC-NCL,FO,0,0.8744,Not IIT,Not NIT,CS,10564.0,False,False,Low Competition,6
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,11180,12855,5,2019,False,GFTI,False,OBC-NCL,GN,1675,0.9704,Not IIT,Not NIT,CS,-416.0,False,False,High Competition,5
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,17774,19161,5,2024,False,GFTI,False,OBC-NCL,GN,1387,0.9664,Not IIT,Not NIT,CS,1528.0,False,False,Moderate Competition,5
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,8700,13406,6,2018,False,GFTI,False,OBC-NCL,GN,4706,0.9666,Not IIT,Not NIT,CS,-6004.0,False,False,High Competition,6
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,14751,16071,6,2020,False,GFTI,False,OBC-NCL,GN,1320,0.9591,Not IIT,Not NIT,CS,2665.0,False,False,Moderate Competition,6
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,14954,17070,6,2021,False,GFTI,False,OBC-NCL,GN,2116,0.9441,Not IIT,Not NIT,CS,999.0,False,False,Moderate Competition,6
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,15140,16432,6,2022,False,GFTI,False,OBC-NCL,GN,1292,0.9497,Not IIT,Not NIT,CS,-638.0,False,False,Moderate Competition,6
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,16391,18070,6,2023,False,GFTI,False,OBC-NCL,GN,1679,0.956,Not IIT,Not NIT,CS,1638.0,False,False,Moderate Competition,6
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,17023,19410,6,2025,False,GFTI,False,OBC-NCL,GN,2387,0.9654,Not IIT,Not NIT,CS,1340.0,False,False,Moderate Competition,6
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,61741,75567,5,2019,False,GFTI,False,OBC-NCL,GN,13826,0.8257,Not IIT,Not NIT,CS,-1636.0,False,False,Low Competition,5
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,40817,54011,5,2024,False,GFTI,False,OBC-NCL,GN,13194,0.9053,Not IIT,Not NIT,CS,5974.0,False,False,Low Competition,5
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,55840,84707,6,2018,False,GFTI,False,OBC-NCL,GN,28867,0.7892,Not IIT,Not NIT,CS,26278.0,False,False,Low Competition,6
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,54727,61349,6,2020,False,GFTI,False,OBC-NCL,GN,6622,0.8438,Not IIT,Not NIT,CS,-23358.0,False,False,Low Competition,6
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,42367,58303,6,2021,False,GFTI,False,OBC-NCL,GN,15936,0.8091,Not IIT,Not NIT,CS,-3046.0,False,False,Low Competition,6
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,38152,51330,6,2022,False,GFTI,False,OBC-NCL,GN,13178,0.8428,Not IIT,Not NIT,CS,-6973.0,False,False,Low Competition,6
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,31349,48037,6,2023,False,GFTI,False,OBC-NCL,GN,16688,0.883,Not IIT,Not NIT,CS,-3293.0,False,False,Low Competition,6
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,43335,58429,6,2025,False,GFTI,False,OBC-NCL,GN,15094,0.8959,Not IIT,Not NIT,CS,10392.0,False,False,Low Competition,6
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),38064,38064,5,2019,False,GFTI,False,OPEN,FO,0,0.9668,Not IIT,Not NIT,CS,3316.0,False,False,Moderate Competition,5
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),45992,45992,5,2024,False,GFTI,False,OPEN,FO,0,0.9664,Not IIT,Not NIT,CS,-114.0,False,False,Low Competition,5
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),37114,37278,6,2018,False,GFTI,False,OPEN,FO,164,0.9648,Not IIT,Not NIT,CS,-12198.0,False,False,Moderate Competition,6
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),42014,42014,6,2020,False,GFTI,False,OPEN,FO,0,0.9578,Not IIT,Not NIT,CS,4736.0,False,False,Low Competition,6
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),47599,47599,6,2021,False,GFTI,False,OPEN,FO,0,0.9427,Not IIT,Not NIT,CS,5585.0,False,False,Low Competition,6
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),39620,43313,6,2022,False,GFTI,False,OPEN,FO,3693,0.9508,Not IIT,Not NIT,CS,-4286.0,False,False,Low Competition,6
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),47665,47665,6,2023,False,GFTI,False,OPEN,FO,0,0.9549,Not IIT,Not NIT,CS,4352.0,False,False,Low Competition,6
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),49476,49476,6,2025,False,GFTI,False,OPEN,FO,0,0.9624,Not IIT,Not NIT,CS,1811.0,False,False,Low Competition,6
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),115558,115558,5,2019,False,GFTI,False,OPEN,FO,0,0.8991,Not IIT,Not NIT,CS,34914.0,False,False,Low Competition,5
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),89527,89527,5,2024,False,GFTI,False,OPEN,FO,0,0.9346,Not IIT,Not NIT,CS,13097.0,False,False,Low Competition,5
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),80644,80644,6,2018,False,GFTI,False,OPEN,FO,0,0.9239,Not IIT,Not NIT,CS,-44210.0,False,False,Low Competition,6
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),109536,109536,6,2020,False,GFTI,False,OPEN,FO,0,0.8901,Not IIT,Not NIT,CS,28892.0,False,False,Low Competition,6
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),85510,85510,6,2021,False,GFTI,False,OPEN,FO,0,0.897,Not IIT,Not NIT,CS,-24026.0,False,False,Low Competition,6
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),78298,80429,6,2022,False,GFTI,False,OPEN,FO,2131,0.9086,Not IIT,Not NIT,CS,-5081.0,False,False,Low Competition,6
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),76430,76430,6,2023,False,GFTI,False,OPEN,FO,0,0.9278,Not IIT,Not NIT,CS,-3999.0,False,False,Low Competition,6
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),128240,128240,6,2025,False,GFTI,False,OPEN,FO,0,0.9025,Not IIT,Not NIT,CS,51810.0,False,False,Low Competition,6
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,25849,34623,5,2019,False,GFTI,False,OPEN,GN,8774,0.9698,Not IIT,Not NIT,CS,1727.0,False,False,Moderate Competition,5
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,43020,50836,5,2024,False,GFTI,False,OPEN,GN,7816,0.9628,Not IIT,Not NIT,CS,49260.0,False,False,Low Competition,5
